"""Preview""","""Collection""","""Sequence Number""","""Product ID""","""RA (J2000.0)""","""Dec. (J2000.0)""","""Target Name""","""Start Date""","""Int. Time""","""Instrument""","""Filter""","""Cal. Lev.""","""Obs. Type""","""Proposal ID""","""P.I. Name""","""Data Release""","""Obs. ID""","""Min. Wavelength""","""Max. Wavelength""","""Field of View""","""Shape""","""Pixel Scale""","""Resolving Power""","""End Date""","""Data Type""","""Moving Target""","""Provenance Name""","""Provenance Keywords""","""Intent""","""Target Type""","""Target Standard""","""Target Keywords""","""Meta Release""","""Algorithm Name""","""Proposal Title""","""Proposal Keywords""","""IQ""","""Instrument Keywords""","""Molecule""","""Transition""","""Proposal Project""","""Band""","""Prov. Reference""","""Prov. Version""","""Prov. Project""","""Prov. Producer""","""Prov. Run ID""","""Prov. Last Executed""","""Prov. Inputs""","""Rest-frame Energy""","""Quality""","""planeID""","""DOWNLOADABLE""","""Publisher ID"""
caom:CFHT/3092412,CFHT,3092412,3092412p,150.11590998027506,2.215722371171154,D2,60616.6415404,120.09900000000007,MegaPrime,g.MP9402,2,OBJECT,24BQ97,QSO Team,2023-01-31T10:00:00.000,3092412,3.9831141637190006E-7,5.522829104803801E-7,1.1352731493106987,polygon 149.62883081971958 1.7157671986930438 149.5178617434473 1.973300275796774 149.51471766537563 2.451221341328946 149.62290073699762 2.7103042909455297 150.60312768147975 2.715472390896082 150.71438673751544 2.458069580568278 150.71681204041636 1.9803216099728473 150.60839111541506 1.7209081810694897,0.1856328470550716,3.0869166151708036,60616.642930434726,image,,ELIXIR,,calibration,,1,,2024-11-02T15:21:37.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,24Bm03,2024-11-13T18:33:57.000,caom:CFHT/3092412/3092412o,,,258c774d-26be-425f-a37b-f247c2c4c33d,ivo://cadc.nrc.ca/CFHT?3092412/3092412p,ivo://cadc.nrc.ca/CFHT?3092412/3092412p
caom:CFHT/2452902,CFHT,2452902,2452902p,150.11494835751841,2.2102017324209555,D2,58781.6424821,120.131,MegaPrime,g.MP9402,2,OBJECT,19BQ97,QSO Team,2019-10-25T00:00:00.000,2452902,3.98003455913135E-7,5.51447311988385E-7,1.1357457946387974,polygon 149.62860242084116 1.7094945215294928 149.51697833704597 1.9667615129818188 149.51323087863017 2.4447632756715336 149.62111925639584 2.703971352728715 150.60141686887 2.710971540471263 150.7130409850607 2.453423118716472 150.71646288131035 1.9753539760203154 150.60819091965845 1.7160473951807376,0.18561486628844812,3.093805096490481,58781.64387250509,image,,ELIXIR,,calibration,,1,,2019-10-25T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,19Bm02,2019-11-04T12:55:11.000,caom:CFHT/2452902/2452902o,,,749c3958-b441-424a-a8be-a4eb4bc00ee1,ivo://cadc.nrc.ca/CFHT?2452902/2452902p,ivo://cadc.nrc.ca/CFHT?2452902/2452902p
caom:CFHT/2453304,CFHT,2453304,2453304p,150.1149534381555,2.210264943734998,D2,58783.6404554,120.11399999999996,MegaPrime,g.MP9402,2,OBJECT,19BQ97,QSO Team,2019-10-27T00:00:00.000,2453304,3.98003455913135E-7,5.51447311988385E-7,1.135805103148389,polygon 149.62856900624362 1.7095228946455876 149.51697730081665 1.966820364159787 149.51325799949936 2.4448453859862838 149.6211683375314 2.7040553772992695 150.60148510299527 2.7110654180152522 150.7131395220038 2.4534694880932193 150.71629957315676 1.9752991369467594 150.6082460233099 1.716062926392567,0.18563879603429928,3.093805096490481,58783.64184560833,image,,ELIXIR,,calibration,,1,,2019-10-27T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,19Bm02,2019-11-04T12:56:24.000,caom:CFHT/2453304/2453304o,,,a97d19a8-121c-4502-a12b-2b52deaefcc6,ivo://cadc.nrc.ca/CFHT?2453304/2453304p,ivo://cadc.nrc.ca/CFHT?2453304/2453304p
caom:CFHT/2665965,CFHT,2665965,2665965p,150.11805443063287,2.20811396574517,D2,59517.637964,120.12600000000012,MegaPrime,g.MP9402,2,OBJECT,21BQ97,QSO Team,2021-10-30T00:00:00.000,2665965,3.98003455913135E-7,5.51447311988385E-7,1.1356813471464662,polygon 149.6323601936639 1.706832703838515 149.52064736279522 1.964235735368291 149.51492155164695 2.442582066704759 149.6245550503267 2.700553006780112 150.60388501752982 2.7098098202213095 150.7158808202119 2.452337281391806 150.7199215368788 1.9742743897000565 150.61208166666876 1.71475463508159,0.18560423894622333,3.093805096490481,59517.63935434722,image,,ELIXIR,,calibration,,1,,2021-10-30T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,21Bm04,2021-11-10T08:29:04.000,caom:CFHT/2665965/2665965o,,,c5cec6a4-4a8e-4967-bd74-2b7ef1b828ae,ivo://cadc.nrc.ca/CFHT?2665965/2665965p,ivo://cadc.nrc.ca/CFHT?2665965/2665965p
caom:CFHT/2463415,CFHT,2463415,2463415p,150.11527905394195,2.2106618369964366,D2,58816.6538912,120.13199999999999,MegaPrime,g.MP9402,2,OBJECT,19BQ97,QSO Team,2019-11-29T00:00:00.000,2463415,3.98003455913135E-7,5.51447311988385E-7,1.1356643912374729,polygon 149.62851827253186 1.710372631595817 149.51739986332828 1.9671535725640439 149.51365066704582 2.4454800123173044 149.6216795732425 2.7047114017663603 150.6019852247485 2.711196963088696 150.71333436115208 2.453511532000306 150.71663528299527 1.9753638217709977 150.60805733548966 1.7160448142648619,0.18563806383193426,3.093805096490481,58816.65528161667,image,,ELIXIR,,calibration,,1,,2019-11-29T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,19Bm03,2019-12-10T17:55:17.000,caom:CFHT/2463415/2463415o,,,b876df5e-b0d1-45f8-8a14-83ba8fbb9d58,ivo://cadc.nrc.ca/CFHT?2463415/2463415p,ivo://cadc.nrc.ca/CFHT?2463415/2463415p
caom:CFHT/3140442,CFHT,3140442,3140442p,150.11519053344716,2.211794078452442,D2,60727.5108107,120.12100000000007,MegaPrime,g.MP9402,2,OBJECT,24BQ97,QSO Team,2023-01-31T10:00:00.000,3140442,3.9831141637190006E-7,5.522829104803801E-7,1.135556157411905,polygon 149.62813187683625 1.711783817070284 149.51705461600176 1.9695038366042468 149.51381391402217 2.4469739740845284 149.62235590331855 2.706373316410705 150.60257016212267 2.711765136606644 150.71361856775033 2.4539629491371073 150.71611685768957 1.976107442807546 150.60748254147583 1.716815651413583,0.18567635860479534,3.0869166151708036,60727.51220098935,image,,ELIXIR,,calibration,,1,,2025-02-21T12:13:22.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,25Am01,2025-03-16T17:15:45.000,caom:CFHT/3140442/3140442o,,,824ac9e9-285e-4e49-a6f0-3a73f16208c0,ivo://cadc.nrc.ca/CFHT?3140442/3140442p,ivo://cadc.nrc.ca/CFHT?3140442/3140442p
caom:CFHT/2484070,CFHT,2484070,2484070p,150.11600192062835,2.2101665199427174,D2,58930.2560153,120.13399999999999,MegaPrime,g.MP9402,2,OBJECT,20AQ97,QSO Team,2020-03-22T00:00:00.000,2484070,3.98003455913135E-7,5.51447311988385E-7,1.1357478523643998,polygon 149.62921924103037 1.7096140166274552 149.5181189510061 1.9672611654373924 149.51436418844796 2.4448252270643565 149.6225401609789 2.704248537496923 150.6028172240718 2.710743056197515 150.71417975323993 2.453007283597941 150.71724620166415 1.975105079398432 150.6089318322975 1.7156812213742114,0.18566375377388147,3.093805096490481,58930.257405739816,image,,ELIXIR,,calibration,,1,,2020-03-22T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Am03,2020-04-20T02:18:57.000,caom:CFHT/2484070/2484070o,,,e4d49cd5-4830-429b-bed6-4dddef21667c,ivo://cadc.nrc.ca/CFHT?2484070/2484070p,ivo://cadc.nrc.ca/CFHT?2484070/2484070p
caom:CFHT/2484452,CFHT,2484452,2484452p,150.11594100563735,2.209882667281107,D2,58932.2305155,120.14099999999999,MegaPrime,g.MP9402,2,OBJECT,20AQ97,QSO Team,2020-03-24T00:00:00.000,2484452,3.98003455913135E-7,5.51447311988385E-7,1.1349323084065084,polygon 149.62927536181448 1.709679843006768 149.51810363312597 1.9672932743185783 149.5144923297602 2.445112753203418 149.6225378317935 2.704404363423194 150.6051418936791 2.7087903486707035 150.71418646478338 2.4530835929078023 150.7171437800103 1.9752663507343158 150.60897470319796 1.7157234959207983,0.18571637908842517,3.093805096490481,58932.23190602083,image,,ELIXIR,,calibration,,1,,2020-03-24T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Am03,2020-04-20T02:27:24.000,caom:CFHT/2484452/2484452o,,,bbf2b910-ce81-46cd-8905-7c730e45780c,ivo://cadc.nrc.ca/CFHT?2484452/2484452p,ivo://cadc.nrc.ca/CFHT?2484452/2484452p
caom:CFHT/2541731,CFHT,2541731,2541731p,150.11667553841008,2.208036497561409,D2,59165.6399405,120.10100000000003,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-11-12T00:00:00.000,2541731,3.98003455913135E-7,5.51447311988385E-7,1.1361033256007858,polygon 149.63008596282103 1.7071644606501621 149.51874641393894 1.964775379559839 149.5148571322979 2.4427137157523617 149.62301101803405 2.7017870526374566 150.60318684935027 2.709152440542681 150.71475726541627 2.4514750475004377 150.71805804649918 1.9735212729237759 150.6099637895426 1.713684742337989,0.1856724456120039,3.093805096490481,59165.64133055787,image,,ELIXIR,,calibration,,1,,2020-11-12T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm04,2021-01-05T04:12:36.000,caom:CFHT/2541731/2541731o,,,0f12660e-f3fd-4d9c-8463-0c55477c8c1f,ivo://cadc.nrc.ca/CFHT?2541731/2541731p,ivo://cadc.nrc.ca/CFHT?2541731/2541731p
caom:CFHT/2570806,CFHT,2570806,2570806p,150.11632833491487,2.2123613057817124,D2,59204.658669,120.13500000000013,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-12-21T00:00:00.000,2570806,3.98003455913135E-7,5.51447311988385E-7,1.1358954263923913,polygon 149.63144069128518 1.70999254652952 149.5192100864242 1.9671773009992535 149.5138914874363 2.445059112652686 149.62097798403377 2.7046309597212 150.6013650412166 2.7147211002075977 150.71391063631202 2.457283194613453 150.71823141747217 1.9795170047483737 150.61109102875727 1.7196110459716891,0.18561500969941677,3.093805096490481,59204.66005945139,image,,ELIXIR,,calibration,,1,,2020-12-21T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm05,2020-12-29T00:29:39.000,caom:CFHT/2570806/2570806o,,,40116e8d-4b5f-4e4a-9163-79340d85c7e2,ivo://cadc.nrc.ca/CFHT?2570806/2570806p,ivo://cadc.nrc.ca/CFHT?2570806/2570806p
caom:CFHT/2571172,CFHT,2571172,2571172p,150.1164398306499,2.2118135050909586,D2,59206.6598191,120.10800000000009,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-12-23T00:00:00.000,2571172,3.98003455913135E-7,5.51447311988385E-7,1.1365301479251748,polygon 149.63137046054393 1.7097165859453867 149.5192557680772 1.9670298473500196 149.51386068325561 2.444633450597081 149.62107073677322 2.7044789482704203 150.60134307024077 2.714435639542245 150.71361604343502 2.4571824557325357 150.71835361328942 1.97931314728946 150.61176774769376 1.718294998348071,0.1856456843216348,3.093805096490481,59206.66120923889,image,,ELIXIR,,calibration,,1,,2020-12-23T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm05,2020-12-29T00:35:49.000,caom:CFHT/2571172/2571172o,,,b1823d3d-f92c-4c9d-91d2-1e9ee2bf36b2,ivo://cadc.nrc.ca/CFHT?2571172/2571172p,ivo://cadc.nrc.ca/CFHT?2571172/2571172p
caom:CFHT/2574919,CFHT,2574919,2574919p,150.11952561434242,2.2114259861070593,D2,59224.6705208,120.15900000000002,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2021-01-10T00:00:00.000,2574919,3.98003455913135E-7,5.51447311988385E-7,1.1361315944893988,polygon 149.63237311315376 1.7114748519101113 149.52109168084704 1.9689671996468547 149.518088763516 2.44693869664556 149.62639990455946 2.7060735205368047 150.60712099712268 2.711583626884888 150.717890243343 2.4537283794018663 150.7206589539879 1.9756744399382171 150.61215063231703 1.7162191552925918,0.1856602846661384,3.093805096490481,59224.67191152916,image,,ELIXIR,,calibration,,1,,2021-01-10T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm06,2021-01-22T11:38:27.000,caom:CFHT/2574919/2574919o,,,4b02f48c-bde9-4056-af98-cd5ab72d8a17,ivo://cadc.nrc.ca/CFHT?2574919/2574919p,ivo://cadc.nrc.ca/CFHT?2574919/2574919p
caom:CFHT/2574852,CFHT,2574852,2574852p,150.11727350952975,2.2086136980627913,D2,59224.4897247,120.16400000000006,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2021-01-10T00:00:00.000,2574852,3.98003455913135E-7,5.51447311988385E-7,1.1359270240920694,polygon 149.63001759648893 1.7085145354381552 149.51910626719402 1.9663616775657573 149.5159210205736 2.4442786238343075 149.6242320615021 2.7034024393096985 150.60416697842595 2.708584667890989 150.71585959691225 2.4510919479605633 150.71840643309434 1.9730963727431288 150.6099062793284 1.7136325249835949,0.18566077356883287,3.093805096490481,59224.491115487035,image,,ELIXIR,,calibration,,1,,2021-01-10T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm06,2021-01-22T11:36:37.000,caom:CFHT/2574852/2574852o,,,2866d4fd-799f-4715-867b-5c73f35d19d9,ivo://cadc.nrc.ca/CFHT?2574852/2574852p,ivo://cadc.nrc.ca/CFHT?2574852/2574852p
caom:CFHT/2575416,CFHT,2575416,2575416p,150.11717064364404,2.2075296060314145,D2,59228.4408896,120.125,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2021-01-14T00:00:00.000,2575416,3.98003455913135E-7,5.51447311988385E-7,1.135271395043798,polygon 149.63039260619658 1.7078554573972724 149.51890925802803 1.9647409583281643 149.5156618833765 2.4425953239559135 149.62391762248353 2.7017464178326094 150.60431027906182 2.7074939754787266 150.715528183056 2.449607856584521 150.7181145033884 1.9716622400678148 150.6101060748354 1.7126999292011362,0.1857005474147113,3.093805096490481,59228.44227993565,image,,ELIXIR,,calibration,,1,,2021-01-14T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm06,2021-01-22T11:55:08.000,caom:CFHT/2575416/2575416o,,,85d79bd0-1519-4834-9e48-2cd70f538e4a,ivo://cadc.nrc.ca/CFHT?2575416/2575416p,ivo://cadc.nrc.ca/CFHT?2575416/2575416p
caom:CFHT/2576166,CFHT,2576166,2576166p,150.11619290349836,2.2076252554071516,D2,59231.6672235,120.09499999999996,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2021-01-17T00:00:00.000,2576166,3.98003455913135E-7,5.51447311988385E-7,1.1361371121873596,polygon 149.62868321579523 1.7075789323305202 149.51763772117678 1.9651039539339337 149.51483701335832 2.4431554553451207 149.62320903781537 2.7022199018518336 150.60371362925218 2.7077261577857996 150.71488789912718 2.449940381069382 150.71738791516086 1.9718494424365218 150.60858011212275 1.7126766693977515,0.18561348420485305,3.093805096490481,59231.66861348843,image,,ELIXIR,,calibration,,1,,2021-01-17T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm06,2021-01-22T12:13:43.000,caom:CFHT/2576166/2576166o,,,e407ef07-7fe9-4f11-8859-20724aa4b050,ivo://cadc.nrc.ca/CFHT?2576166/2576166p,ivo://cadc.nrc.ca/CFHT?2576166/2576166p
caom:CFHT/3172641,CFHT,3172641,3172641p,150.115358060272,2.2120248220791865,D2,60796.2363448,120.13500000000013,MegaPrime,g.MP9402,2,OBJECT,25AQ97,QSO Team,2025-02-19T10:00:00.000,3172641,3.9831141637190006E-7,5.522829104803801E-7,1.1350711445737858,polygon 149.627695672201 1.7125502032848203 149.51708276897946 1.9703498124058427 149.5144999781615 2.447963440799171 149.6229748115774 2.7070079444067403 150.6031120094843 2.7113423540503163 150.71407293272918 2.4533994772552035 150.7158513819997 1.975613566366036 150.60723434302062 1.7168087492527775,0.1855349172572843,3.0869166151708036,60796.237735251394,image,,ELIXIR,,calibration,,1,,2025-05-01T05:38:04.000,exposure,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,25Am03,2025-05-10T10:18:33.000,caom:CFHT/3172641/3172641o,,,e6cd68b1-f63f-4341-8a0b-0980e1ae8dfd,ivo://cadc.nrc.ca/CFHT?3172641/3172641p,ivo://cadc.nrc.ca/CFHT?3172641/3172641p
caom:CFHT/2582914,CFHT,2582914,2582914p,150.1161083631521,2.209584331214316,D2,59256.4091353,120.12399999999988,MegaPrime,g.MP9402,2,OBJECT,21AQ97,QSO Team,2021-02-11T00:00:00.000,2582914,3.98003455913135E-7,5.51447311988385E-7,1.136105852711765,polygon 149.6306057484848 1.707579107067474 149.51876468697546 1.9650614291295625 149.51387662936412 2.442767965143261 149.62134057209732 2.7024593729519637 150.6017168472297 2.711574051238941 150.71376216945433 2.4540562871208635 150.71794318330853 1.9761489648367814 150.6103969930826 1.7163258796223744,0.1857066197427178,3.093805096490481,59256.41052562407,image,,ELIXIR,,calibration,,1,,2021-02-11T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,21Am01,2021-02-23T12:10:22.000,caom:CFHT/2582914/2582914o,,,cba231b1-20c0-499a-82b6-040cb0bed8da,ivo://cadc.nrc.ca/CFHT?2582914/2582914p,ivo://cadc.nrc.ca/CFHT?2582914/2582914p
caom:CFHT/2539280,CFHT,2539280,2539280p,150.11622391907548,2.210086938572587,D2,59141.6400392,120.07200000000009,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-10-19T00:00:00.000,2539280,3.98003455913135E-7,5.51447311988385E-7,1.1358291362917825,polygon 149.63082778388915 1.7082755298903436 149.5188860799039 1.9655603916701665 149.5139439700191 2.44337273428566 149.62124065583063 2.7028196424347612 150.60156884498514 2.7119347218566787 150.7137875798754 2.454613082487583 150.7182505921582 1.9765306398712141 150.61057093322881 1.7169659242051978,0.1856216257334017,3.093805096490481,59141.64142892222,image,,ELIXIR,,calibration,,1,,2020-10-19T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm03,2020-10-24T16:11:50.000,caom:CFHT/2539280/2539280o,,,75d8d829-bd36-4b75-a784-299d806b1188,ivo://cadc.nrc.ca/CFHT?2539280/2539280p,ivo://cadc.nrc.ca/CFHT?2539280/2539280p
caom:CFHT/2541046,CFHT,2541046,2541046p,150.11594523649353,2.209522887272456,D2,59160.6420807,120.08199999999997,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-11-07T00:00:00.000,2541046,3.98003455913135E-7,5.51447311988385E-7,1.1353385038835881,polygon 149.6297387602453 1.7087101670995395 149.5182956935348 1.9661680465374047 149.51435593313528 2.4439397917987264 149.6221859329161 2.7031837750653267 150.60233999268857 2.7103218126533903 150.71399043557145 2.4528197937890894 150.7170252157013 1.9751135610322166 150.6092044433368 1.7153957620349587,0.18562046573937643,3.093805096490481,59160.643470537965,image,,ELIXIR,,calibration,,1,,2020-11-07T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm04,2021-01-05T03:42:03.000,caom:CFHT/2541046/2541046o,,,edd7806f-ae01-47b7-acb4-84a163121a7f,ivo://cadc.nrc.ca/CFHT?2541046/2541046p,ivo://cadc.nrc.ca/CFHT?2541046/2541046p
caom:CFHT/3172000,CFHT,3172000,3172000p,150.11530656562527,2.2119689086464973,D2,60792.2367753,120.10499999999995,MegaPrime,g.MP9402,2,OBJECT,25AQ97,QSO Team,2025-02-19T10:00:00.000,3172000,3.9831141637190006E-7,5.522829104803801E-7,1.1350038726949272,polygon 149.62769757789118 1.712496090315895 149.51705093600052 1.9702690635148343 149.51446282644955 2.4478751172061664 149.62291321376188 2.7068858725714477 150.60304192568796 2.7113451782495446 150.7139573547783 2.453321149352405 150.7157649423858 1.9755610954811402 150.60718324728163 1.7167601287803507,0.18552492677906443,3.0869166151708036,60792.23816540417,image,,ELIXIR,,calibration,,1,,2025-04-27T05:38:42.000,exposure,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,25Am03,2025-05-09T09:47:37.000,caom:CFHT/3172000/3172000o,,,750b1e45-382f-47b4-a0b5-030f95618bff,ivo://cadc.nrc.ca/CFHT?3172000/3172000p,ivo://cadc.nrc.ca/CFHT?3172000/3172000p
caom:CFHT/2541041,CFHT,2541041,2541041p,150.11607098750665,2.2095216978303966,D2,59160.62624,120.07099999999994,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-11-07T00:00:00.000,2541041,3.98003455913135E-7,5.51447311988385E-7,1.1354569178958513,polygon 149.62997433561065 1.7088197241625949 149.5183527550487 1.9661569459522497 149.5142678503973 2.4438515320648264 149.62212522807832 2.7031679062796883 150.60227147768038 2.7103071057426575 150.71396672320853 2.452803662098461 150.71758491566865 1.9746873801007894 150.6092178806031 1.7154021494075238,0.18561065882646002,3.093805096490481,59160.627629710645,image,,ELIXIR,,calibration,,1,,2020-11-07T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm04,2021-01-05T03:38:53.000,caom:CFHT/2541041/2541041o,,,8bf76344-b109-4767-88f1-964a62f5de68,ivo://cadc.nrc.ca/CFHT?2541041/2541041p,ivo://cadc.nrc.ca/CFHT?2541041/2541041p
caom:CFHT/2541214,CFHT,2541214,2541214p,150.116935058774,2.208412068304966,D2,59161.6405064,120.07900000000002,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-11-08T00:00:00.000,2541214,3.98003455913135E-7,5.51447311988385E-7,1.1353649360497684,polygon 149.6308112871019 1.7077123527655829 149.51917251320273 1.9650485796636872 149.51508637155297 2.442751921989597 149.62364528542744 2.702018809883498 150.60310205868967 2.709313430408116 150.71480837759304 2.451766045046128 150.71829707714448 1.973699020876964 150.61014674761327 1.7143308336679723,0.1855604874572561,3.093805096490481,59161.64189620324,image,,ELIXIR,,calibration,,1,,2020-11-08T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm04,2021-01-05T03:53:10.000,caom:CFHT/2541214/2541214o,,,2f0275bc-c0f3-4ad4-9bba-1b58a9cb1c0e,ivo://cadc.nrc.ca/CFHT?2541214/2541214p,ivo://cadc.nrc.ca/CFHT?2541214/2541214p
caom:CFHT/2608598,CFHT,2608598,2608598p,150.11686248506578,2.2082571730364577,D2,59342.2476478,120.13600000000004,MegaPrime,g.MP9402,2,OBJECT,21AQ97,QSO Team,2021-05-08T00:00:00.000,2608598,3.98003455913135E-7,5.51447311988385E-7,1.1355259573166947,polygon 149.63296735985435 1.7050550225139602 149.52003788755079 1.9620238638199652 149.5143356096792 2.439986312254291 149.6210576948477 2.6996789771344396 150.6010274897658 2.7113740023110466 150.71382522828364 2.4543207026438267 150.71920984255118 1.9764733706707176 150.61240870097365 1.716621923597586,0.18545730312270264,3.093805096490481,59342.24903826296,image,,ELIXIR,,calibration,,1,,2021-05-08T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,21Am04,2021-05-19T13:56:05.000,caom:CFHT/2608598/2608598o,,,2bb3d280-e196-4bdf-80e2-6520ff7972c8,ivo://cadc.nrc.ca/CFHT?2608598/2608598p,ivo://cadc.nrc.ca/CFHT?2608598/2608598p
caom:CFHT/2603897,CFHT,2603897,2603897p,150.11655759017165,2.210268880309741,D2,59313.2387408,120.1329999999999,MegaPrime,g.MP9402,2,OBJECT,21AQ97,QSO Team,2021-04-09T00:00:00.000,2603897,3.98003455913135E-7,5.51447311988385E-7,1.1362220271902537,polygon 149.6302895813484 1.708690983334975 149.51910544633435 1.9660534740566078 149.51443930366693 2.4437727671603966 149.62210143875603 2.703544147323484 150.60245740548268 2.71198533036042 150.71422911667398 2.4541684369232257 150.71852712213283 1.9764026258920921 150.61032935185023 1.716607409337044,0.18576269052950642,3.093805096490481,59313.24013122824,image,,ELIXIR,,calibration,,1,,2021-04-09T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,21Am03,2021-04-23T16:44:33.000,caom:CFHT/2603897/2603897o,,,2f4f18c8-a358-47f0-8f2e-7a500f083f7b,ivo://cadc.nrc.ca/CFHT?2603897/2603897p,ivo://cadc.nrc.ca/CFHT?2603897/2603897p
caom:CFHT/2604772,CFHT,2604772,2604772p,150.11662723788695,2.210109093026574,D2,59319.2367511,120.12299999999998,MegaPrime,g.MP9402,2,OBJECT,21AQ97,QSO Team,2021-04-15T00:00:00.000,2604772,3.98003455913135E-7,5.51447311988385E-7,1.1355576307683037,polygon 149.63081411166607 1.7086784869073028 149.51919447241673 1.966176794993558 149.51464420892748 2.443752808651624 149.62220367511398 2.70314730122972 150.6024969090725 2.71160303350932 150.71429200974526 2.4540841414779777 150.7182755535231 1.9762226453904503 150.61036245219884 1.71659981188661,0.18559632443789292,3.093805096490481,59319.2381414125,image,,ELIXIR,,calibration,,1,,2021-04-15T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,21Am03,2021-04-23T17:01:04.000,caom:CFHT/2604772/2604772o,,,6d031a69-2b31-481e-ac40-9567e9a11d8c,ivo://cadc.nrc.ca/CFHT?2604772/2604772p,ivo://cadc.nrc.ca/CFHT?2604772/2604772p
