"""Preview""","""Collection""","""Sequence Number""","""Product ID""","""RA (J2000.0)""","""Dec. (J2000.0)""","""Target Name""","""Start Date""","""Int. Time""","""Instrument""","""Filter""","""Cal. Lev.""","""Obs. Type""","""Proposal ID""","""P.I. Name""","""Data Release""","""Obs. ID""","""Min. Wavelength""","""Max. Wavelength""","""Field of View""","""Shape""","""Pixel Scale""","""Resolving Power""","""End Date""","""Data Type""","""Moving Target""","""Provenance Name""","""Provenance Keywords""","""Intent""","""Target Type""","""Target Standard""","""Target Keywords""","""Meta Release""","""Algorithm Name""","""Proposal Title""","""Proposal Keywords""","""IQ""","""Instrument Keywords""","""Molecule""","""Transition""","""Proposal Project""","""Band""","""Prov. Reference""","""Prov. Version""","""Prov. Project""","""Prov. Producer""","""Prov. Run ID""","""Prov. Last Executed""","""Prov. Inputs""","""Rest-frame Energy""","""Quality""","""planeID""","""DOWNLOADABLE""","""Publisher ID"""
caom:CFHT/2277792,CFHT,2277792,2277792p,150.11604943530227,2.2128799831321118,D2,58257.2487063,120.07700000000011,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-05-19T00:00:00.000,2277792,3.98003455913135E-7,5.51447311988385E-7,1.1350073867019255,polygon 149.63108628762845 1.7108716023012107 149.51913328235634 1.9680628284707922 149.5138521006641 2.445567719436866 149.62107345284818 2.705285536781446 150.6014612909976 2.714611732534266 150.71331018129294 2.4578025303999596 150.71793834935812 1.979992710927803 150.61047421579346 1.7202705934899853,0.18541812450452713,3.093805096490481,58257.25009608009,image,,ELIXIR,,calibration,,1,,2018-05-19T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am04,2018-06-10T22:16:32.000,caom:CFHT/2277792/2277792o,,,00000000-0000-0000-9928-0163efd5383c,ivo://cadc.nrc.ca/CFHT?2277792/2277792p,ivo://cadc.nrc.ca/CFHT?2277792/2277792p
caom:CFHT/2278066,CFHT,2278066,2278066p,150.11602820774044,2.213002097634302,D2,58258.2687649,120.05699999999987,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-05-20T00:00:00.000,2278066,3.98003455913135E-7,5.51447311988385E-7,1.1348080375870744,polygon 149.63137551031485 1.7111086463866059 149.51909721704322 1.9680632940974476 149.51390335414652 2.4457936969534586 149.62104751899238 2.7052852405549856 150.60101777969928 2.714840637800478 150.71326913788994 2.457837622622108 150.71773992887867 1.980125742125452 150.61047356333324 1.720308109614649,0.18555671124036302,3.093805096490481,58258.27015444861,image,,ELIXIR,,calibration,,1,,2018-05-20T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am04,2018-06-10T22:20:56.000,caom:CFHT/2278066/2278066o,,,00000000-0000-0000-6859-0163efd87ae2,ivo://cadc.nrc.ca/CFHT?2278066/2278066p,ivo://cadc.nrc.ca/CFHT?2278066/2278066p
caom:CFHT/2283467,CFHT,2283467,2283467p,150.11644771670058,2.211577051789476,D2,58275.2738963,120.06000000000002,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-06-06T00:00:00.000,2283467,3.98003455913135E-7,5.51447311988385E-7,1.1351865761319822,polygon 149.62873881617085 1.712026653027067 149.51810357054376 1.9699450159372844 149.51549866225176 2.44774561576493 149.62394607661508 2.706570284924055 150.60493735185398 2.7106377375582014 150.71518529604072 2.453512566907307 150.71713494182353 1.9757477715745324 150.60839281607974 1.7164788617322557,0.18560423410602422,3.093805096490481,58275.275285883334,image,,ELIXIR,,calibration,,1,,2018-06-06T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am05,2018-07-09T10:37:52.000,caom:CFHT/2283467/2283467o,,,00000000-0000-0000-54f0-0164852d37b2,ivo://cadc.nrc.ca/CFHT?2283467/2283467p,ivo://cadc.nrc.ca/CFHT?2283467/2283467p
caom:CFHT/2283764,CFHT,2283764,2283764p,150.11655721163308,2.2117962717663744,D2,58279.2750256,120.11099999999996,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-06-10T00:00:00.000,2283764,3.98003455913135E-7,5.51447311988385E-7,1.135318733450621,polygon 149.6287529165818 1.7119564856898393 149.51884568043087 1.9697246647765212 149.51536504684063 2.4477185332897307 149.62382856057613 2.7065711467970317 150.60431090782956 2.7114678105746037 150.71514332813467 2.453572765969554 150.71705139187597 1.975733891389737 150.60837994026414 1.716546929532882,0.1856120502273554,3.093805096490481,58279.27641577361,image,,ELIXIR,,calibration,,1,,2018-06-10T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am05,2018-07-09T10:37:55.000,caom:CFHT/2283764/2283764o,,,00000000-0000-0000-0e22-0164852db82c,ivo://cadc.nrc.ca/CFHT?2283764/2283764p,ivo://cadc.nrc.ca/CFHT?2283764/2283764p
caom:CFHT/2284004,CFHT,2284004,2284004p,150.1242795055776,2.21301696075372,D2,58280.2630688,120.09499999999996,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-06-11T00:00:00.000,2284004,3.98003455913135E-7,5.51447311988385E-7,1.13549431770479,polygon 149.6364934469134 1.7133578369852387 149.52589498341732 1.9712372988096547 149.52318676419833 2.4489101860434914 149.6316224655195 2.7078392041631076 150.61212721119816 2.71257686482717 150.72299262967027 2.4545866240192282 150.72513091636938 1.9768030025899606 150.61628032842344 1.7179164216805702,0.18561274353397325,3.093805096490481,58280.26445878843,image,,ELIXIR,,calibration,,1,,2018-06-11T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am05,2018-07-09T10:40:52.000,caom:CFHT/2284004/2284004o,,,00000000-0000-0000-3e7f-016485327cd1,ivo://cadc.nrc.ca/CFHT?2284004/2284004p,ivo://cadc.nrc.ca/CFHT?2284004/2284004p
caom:CFHT/2246312,CFHT,2246312,2246312p,150.1155233301272,2.2067009800495185,D2,58195.2781658,120.06499999999998,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-03-18T00:00:00.000,2246312,3.98003455913135E-7,5.51447311988385E-7,1.1353912705427796,polygon 149.6314244863584 1.7036335956594684 149.51905433224985 1.9608302739799086 149.51280686604755 2.438238255928866 149.61965433641106 2.6981946445276037 150.59970079131918 2.7097015061816307 150.71235559949787 2.4526017680647385 150.71782767222984 1.9749006402864353 150.61092644329693 1.714861829684736,0.18567706587987962,3.093805096490481,58195.27955544121,image,,ELIXIR,,calibration,,1,,2018-03-18T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am02,2018-04-13T17:13:58.000,caom:CFHT/2246312/2246312o,,,00000000-0000-0000-2746-0162c52539da,ivo://cadc.nrc.ca/CFHT?2246312/2246312p,ivo://cadc.nrc.ca/CFHT?2246312/2246312p
caom:CFHT/2284556,CFHT,2284556,2284556p,150.1164955224863,2.211713660758093,D2,58283.2566614,120.064,MegaPrime,g.MP9402,2,OBJECT,18AQ97,QSO Team,2018-06-14T00:00:00.000,2284556,3.98003455913135E-7,5.51447311988385E-7,1.1353434503860989,polygon 149.62887978523634 1.7119936888873184 149.5181475294575 1.9700352409504092 149.51551240308257 2.4477472553263766 149.62408346357944 2.7064975671182623 150.60432481542932 2.7113320764269844 150.715176460047 2.4535741923419465 150.717109492518 1.9757577499962053 150.60834095799365 1.7165593394219485,0.18564141908269105,3.093805096490481,58283.25805102963,image,,ELIXIR,,calibration,,1,,2018-06-14T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Am05,2018-07-09T10:46:37.000,caom:CFHT/2284556/2284556o,,,00000000-0000-0000-f691-01648533eb03,ivo://cadc.nrc.ca/CFHT?2284556/2284556p,ivo://cadc.nrc.ca/CFHT?2284556/2284556p
caom:CFHT/2333060,CFHT,2333060,2333060p,150.116526077879,2.2097098359880505,D2,58428.6326679,120.10199999999995,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-11-06T00:00:00.000,2333060,3.98003455913135E-7,5.51447311988385E-7,1.1361279009412897,polygon 149.63044742442875 1.708125327541353 149.51905169292587 1.9657572360856221 149.51450857800953 2.443588618987519 149.62208084224554 2.7030457291673287 150.60249708231885 2.7112569049971 150.71439419080556 2.453684919070426 150.71818268125296 1.9757802537084075 150.61044593826054 1.7160152240974327,0.18573061835737212,3.093805096490481,58428.634057969444,image,,ELIXIR,,calibration,,1,,2018-11-06T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm04,2018-12-04T15:00:35.000,caom:CFHT/2333060/2333060o,,,00000000-0000-0000-7c1e-01677fe109ae,ivo://cadc.nrc.ca/CFHT?2333060/2333060p,ivo://cadc.nrc.ca/CFHT?2333060/2333060p
caom:CFHT/2570998,CFHT,2570998,2570998p,150.11632187164088,2.212202962608856,D2,59205.6584512,120.09000000000006,MegaPrime,g.MP9402,2,OBJECT,20BQ97,QSO Team,2020-12-22T00:00:00.000,2570998,3.98003455913135E-7,5.51447311988385E-7,1.135919470584053,polygon 149.63132286339925 1.7098193607630066 149.5192400455271 1.9670715797682021 149.5138370566069 2.444691635457062 149.62105690498274 2.704520419127931 150.601413878311 2.7145829094555296 150.71369369866636 2.457257414255764 150.71844057547034 1.9793474198841778 150.61102569325757 1.7194957382987468,0.18555054185621617,3.093805096490481,59205.65984113055,image,,ELIXIR,,calibration,,1,,2020-12-22T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Bm05,2020-12-29T00:32:30.000,caom:CFHT/2570998/2570998o,,,ef6fb034-b126-4002-baed-fcac84fdc55e,ivo://cadc.nrc.ca/CFHT?2570998/2570998p,ivo://cadc.nrc.ca/CFHT?2570998/2570998p
caom:CFHT/2333996,CFHT,2333996,2333996p,150.1153221567849,2.210162866183069,D2,58434.631838,120.06800000000013,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-11-12T00:00:00.000,2333996,3.98003455913135E-7,5.51447311988385E-7,1.1363256586700032,polygon 149.6295049933321 1.708562094031521 149.51777103030994 1.9658649395288847 149.51335153665002 2.44362196873864 149.62038796894635 2.703678943129219 150.60147382099615 2.7115443984475576 150.71328019379635 2.4539322080337342 150.71712077641985 1.9759763181556877 150.60905833021084 1.7163680488188646,0.1856645635964969,3.093805096490481,58434.63322767593,image,,ELIXIR,,calibration,,1,,2018-11-12T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm04,2018-12-04T15:06:09.000,caom:CFHT/2333996/2333996o,,,00000000-0000-0000-304f-01677fdaf51d,ivo://cadc.nrc.ca/CFHT?2333996/2333996p,ivo://cadc.nrc.ca/CFHT?2333996/2333996p
caom:CFHT/2360137,CFHT,2360137,2360137p,150.11731326527868,2.20995041361401,D2,58460.6575386,120.09499999999996,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-12-08T00:00:00.000,2360137,3.98003455913135E-7,5.51447311988385E-7,1.1355338280045828,polygon 149.6329580339778 1.7073722268580411 149.52036296249966 1.9642970114898333 149.51503202311483 2.442310828967905 149.62149169074058 2.7018001464921184 150.60179432892073 2.712701160010255 150.71431448568399 2.4554853677001205 150.71942605123118 1.9775905725325202 150.61231680384137 1.7175527098357009,0.1856413519397301,3.093805096490481,58460.658928588426,image,,ELIXIR,,calibration,,1,,2018-12-08T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm05,2018-12-23T21:15:50.000,caom:CFHT/2360137/2360137o,,,00000000-0000-0000-77e0-0167e1693b6a,ivo://cadc.nrc.ca/CFHT?2360137/2360137p,ivo://cadc.nrc.ca/CFHT?2360137/2360137p
caom:CFHT/2360426,CFHT,2360426,2360426p,150.11722160899043,2.209960929620351,D2,58461.6559551,120.09900000000007,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-12-09T00:00:00.000,2360426,3.98003455913135E-7,5.51447311988385E-7,1.1360241277081684,polygon 149.6327714491189 1.7070194696229066 149.52036989438812 1.9644032647302225 149.5146271575405 2.442210134942272 149.6215051690394 2.701923985586305 150.601860186151 2.7128040555058277 150.71442850135074 2.4555379554988974 150.71945450677237 1.977687844551994 150.61236416802726 1.7176393294103178,0.18563173960114432,3.093805096490481,58461.65734513473,image,,ELIXIR,,calibration,,1,,2018-12-09T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm05,2018-12-23T21:17:52.000,caom:CFHT/2360426/2360426o,,,00000000-0000-0000-4f1f-0167e15a0400,ivo://cadc.nrc.ca/CFHT?2360426/2360426p,ivo://cadc.nrc.ca/CFHT?2360426/2360426p
caom:CFHT/2367295,CFHT,2367295,2367295p,150.11355349183117,2.21053292453243,D2,58494.6668417,120.05900000000011,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2019-01-11T00:00:00.000,2367295,3.98003455913135E-7,5.51447311988385E-7,1.1354308727110904,polygon 149.62859110200787 1.7086217829171773 149.5162871841907 1.9655011812079834 149.51131718225722 2.443418877055592 149.6185608139661 2.7029033396748474 150.59883435204168 2.7125155108786885 150.7110585511642 2.455224158590269 150.71538144284992 1.9773818787892452 150.60792237378914 1.7176554876360797,0.18559408484408005,3.093805096490481,58494.66823127175,image,,ELIXIR,,calibration,,1,,2019-01-11T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-02-04T16:28:57.000,caom:CFHT/2367295/2367295o,,,00000000-0000-0000-6369-0168bed73031,ivo://cadc.nrc.ca/CFHT?2367295/2367295p,ivo://cadc.nrc.ca/CFHT?2367295/2367295p
caom:CFHT/2360687,CFHT,2360687,2360687p,150.11734445829327,2.209978150372251,D2,58462.6554824,120.09299999999993,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-12-10T00:00:00.000,2360687,3.98003455913135E-7,5.51447311988385E-7,1.1357104891402088,polygon 149.63289550451105 1.7073504456756012 149.5204690794818 1.9643558366394274 149.51475149821854 2.44214527181839 149.62162689864556 2.701839773693692 150.60191328809685 2.7126914036133343 150.71449210911794 2.455512622720093 150.7195279239463 1.9775671656436202 150.61237176755023 1.7175914432671107,0.18566130202844935,3.093805096490481,58462.656872365274,image,,ELIXIR,,calibration,,1,,2018-12-10T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm05,2018-12-23T21:23:56.000,caom:CFHT/2360687/2360687o,,,00000000-0000-0000-e672-0167e16468e2,ivo://cadc.nrc.ca/CFHT?2360687/2360687p,ivo://cadc.nrc.ca/CFHT?2360687/2360687p
caom:CFHT/2361037,CFHT,2361037,2361037p,150.1172348420536,2.208932292731987,D2,58464.6553983,120.05499999999999,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-12-12T00:00:00.000,2361037,3.98003455913135E-7,5.51447311988385E-7,1.136129958329768,polygon 149.63269981666951 1.7060271760194752 149.52034106492363 1.9633537898489948 149.51451272280858 2.440957798858989 149.62155316417528 2.7008923476855955 150.60187585024207 2.7118094426803765 150.71442550181732 2.4545060564481815 150.719591191909 1.9765353423011902 150.6123464313949 1.7165960169760126,0.1856560525193216,3.093805096490481,58464.65678782546,image,,ELIXIR,,calibration,,1,,2018-12-12T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm05,2018-12-23T21:32:09.000,caom:CFHT/2361037/2361037o,,,00000000-0000-0000-8449-0167e1665bc6,ivo://cadc.nrc.ca/CFHT?2361037/2361037p,ivo://cadc.nrc.ca/CFHT?2361037/2361037p
caom:CFHT/2367950,CFHT,2367950,2367950p,150.11399217088592,2.208347148621641,D2,58496.6651499,120.06000000000002,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2019-01-13T00:00:00.000,2367950,3.98003455913135E-7,5.51447311988385E-7,1.1354741669796624,polygon 149.62904448808985 1.7064091277459568 149.51661678915798 1.9632103569732067 149.51180883056898 2.4412050207448885 149.61901788069994 2.7007184502253523 150.59931709427852 2.710326718489128 150.71157327441617 2.4530772277355197 150.71580648007654 1.9752544929029199 150.608454119473 1.7155303504923012,0.18560076008015317,3.093805096490481,58496.66653948333,image,,ELIXIR,,calibration,,1,,2019-01-13T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-02-04T16:47:08.000,caom:CFHT/2367950/2367950o,,,00000000-0000-0000-8260-0168bef54a14,ivo://cadc.nrc.ca/CFHT?2367950/2367950p,ivo://cadc.nrc.ca/CFHT?2367950/2367950p
caom:CFHT/2364510,CFHT,2364510,2364510p,150.11354197588864,2.210342939117581,D2,58483.6611321,120.08800000000004,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2018-12-31T00:00:00.000,2364510,3.98003455913135E-7,5.51447311988385E-7,1.1361248305097646,polygon 149.6283430037655 1.708357519951221 149.51612588961746 1.9653947186095735 149.51130887460866 2.4434805066312606 149.61849744739064 2.7029908274658965 150.59885674942615 2.7125707998757065 150.71112557964307 2.4552608454023783 150.71529624780172 1.977292523412359 150.6080964444474 1.7170386801771826,0.1856529326222232,3.093805096490481,58483.662522007406,image,,ELIXIR,,calibration,,1,,2018-12-31T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-01-30T18:45:00.000,caom:CFHT/2364510/2364510o,,,00000000-0000-0000-9356-0168a4f985be,ivo://cadc.nrc.ca/CFHT?2364510/2364510p,ivo://cadc.nrc.ca/CFHT?2364510/2364510p
caom:CFHT/2364763,CFHT,2364763,2364763p,150.11354134890064,2.2105035684906795,D2,58484.6636298,120.05499999999999,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2019-01-01T00:00:00.000,2364763,3.98003455913135E-7,5.51447311988385E-7,1.1359173275880892,polygon 149.62857825077197 1.708667324584951 149.51623807478285 1.9655950833089832 149.51129843702887 2.443584006484386 149.61853903663692 2.7031121957959954 150.59887600978718 2.712682805828166 150.71097350123776 2.4553661266896256 150.71544011821763 1.9774276622937919 150.606721138952 1.716856737471545,0.18565076597429578,3.093805096490481,58484.66501932546,image,,ELIXIR,,calibration,,1,,2019-01-01T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-01-30T18:48:11.000,caom:CFHT/2364763/2364763o,,,00000000-0000-0000-d703-0168a4ee19dd,ivo://cadc.nrc.ca/CFHT?2364763/2364763p,ivo://cadc.nrc.ca/CFHT?2364763/2364763p
caom:CFHT/2365025,CFHT,2365025,2365025p,150.1134290342826,2.210373248489546,D2,58485.6407044,120.05900000000011,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2019-01-02T00:00:00.000,2365025,3.98003455913135E-7,5.51447311988385E-7,1.135631966353543,polygon 149.6282841702836 1.7081930780458379 149.51630379549798 1.9655213167458356 149.5112078474315 2.443186251506475 149.6185550203398 2.7028928040883358 150.59873541943736 2.7124734157347348 150.7108628733674 2.4551016469836924 150.71531754928907 1.9773451424746469 150.60784758748258 1.7175469306381785,0.185668715952984,3.093805096490481,58485.64209397176,image,,ELIXIR,,calibration,,1,,2019-01-02T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-01-30T18:52:31.000,caom:CFHT/2365025/2365025o,,,00000000-0000-0000-fda9-0168a4fa3285,ivo://cadc.nrc.ca/CFHT?2365025/2365025p,ivo://cadc.nrc.ca/CFHT?2365025/2365025p
caom:CFHT/2365266,CFHT,2365266,2365266p,150.1135200226415,2.210328752545337,D2,58486.6579872,120.05800000000002,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2019-01-03T00:00:00.000,2365266,3.98003455913135E-7,5.51447311988385E-7,1.13552145575483,polygon 149.62830872875944 1.7082004275949458 149.51646312922045 1.9656140426905893 149.51130699198353 2.4431281473365516 149.61866015660667 2.7028530620291065 150.59882709453169 2.712367982033797 150.71093443571712 2.4550194280136566 150.71537775411662 1.9772735750525925 150.60782506901992 1.7174778609714423,0.1856863583010251,3.093805096490481,58486.65937676019,image,,ELIXIR,,calibration,,1,,2019-01-03T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-01-30T18:57:22.000,caom:CFHT/2365266/2365266o,,,00000000-0000-0000-bfe6-0168a4efedd6,ivo://cadc.nrc.ca/CFHT?2365266/2365266p,ivo://cadc.nrc.ca/CFHT?2365266/2365266p
caom:CFHT/2484279,CFHT,2484279,2484279p,150.11606129791156,2.210262143605192,D2,58931.2289614,120.14400000000012,MegaPrime,g.MP9402,2,OBJECT,20AQ97,QSO Team,2020-03-23T00:00:00.000,2484279,3.98003455913135E-7,5.51447311988385E-7,1.1355957649441741,polygon 149.62954313720275 1.709813156531368 149.51814174267403 1.9672906884465817 149.5144589097023 2.4450716408345414 149.6224191505956 2.70422886873493 150.60275553891944 2.7108184064055365 150.7142380799538 2.4530986856066477 150.71721652338243 1.9752290157188241 150.60907022028775 1.7157493155411174,0.18565597397711694,3.093805096490481,58931.23035195555,image,,ELIXIR,,calibration,,1,,2020-03-23T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,20Am03,2020-04-20T02:20:35.000,caom:CFHT/2484279/2484279o,,,588a74cc-640c-40ca-add2-c474de379f36,ivo://cadc.nrc.ca/CFHT?2484279/2484279p,ivo://cadc.nrc.ca/CFHT?2484279/2484279p
caom:CFHT/2366441,CFHT,2366441,2366441p,150.11313242273937,2.210889799900059,D2,58491.4366603,120.05900000000011,MegaPrime,g.MP9402,2,OBJECT,18BQ97,QSO Team,2019-01-08T00:00:00.000,2366441,3.98003455913135E-7,5.51447311988385E-7,1.1368663275701287,polygon 149.62807134161807 1.7080655764562493 149.51588879724054 1.9653137491275032 149.51048991236516 2.4430300803937683 149.61771347636892 2.702825545087464 150.59774482511668 2.714606038120195 150.71036376914063 2.4555313392026648 150.71516102142112 1.9776573334078904 150.60780469721232 1.717847060642569,0.1857326928505258,3.093805096490481,58491.43804987176,image,,ELIXIR,,calibration,,1,,2019-01-08T00:00:00.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,18Bm06,2019-01-30T19:29:05.000,caom:CFHT/2366441/2366441o,,,00000000-0000-0000-aed5-0168a4f83b7c,ivo://cadc.nrc.ca/CFHT?2366441/2366441p,ivo://cadc.nrc.ca/CFHT?2366441/2366441p
caom:CFHT/3092581,CFHT,3092581,3092581p,150.1159568551706,2.2158043907886054,D2,60617.6289568,120.11299999999999,MegaPrime,g.MP9402,2,OBJECT,24BQ97,QSO Team,2023-01-31T10:00:00.000,3092581,3.9831141637190006E-7,5.522829104803801E-7,1.135134657390033,polygon 149.62909794563987 1.7159882221198615 149.5178711815072 1.9734608193027299 149.5146985905782 2.4512205601297694 149.62286437788052 2.7102864815322647 150.60318056125575 2.71551799396282 150.71437661014593 2.4581371058508807 150.71681027207873 1.9803485242948682 150.60844834398262 1.7209283264013209,0.18563725662218056,3.0869166151708036,60617.63034699676,image,,ELIXIR,,calibration,,1,,2024-11-03T15:03:30.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,24Bm03,2024-11-13T18:39:49.000,caom:CFHT/3092581/3092581o,,,31a44ce4-ec26-4b4c-9433-d599329b02eb,ivo://cadc.nrc.ca/CFHT?3092581/3092581p,ivo://cadc.nrc.ca/CFHT?3092581/3092581p
caom:CFHT/3092043,CFHT,3092043,3092043p,150.11584693148956,2.2157382700651596,D2,60613.6305417,120.11399999999996,MegaPrime,g.MP9402,2,OBJECT,24BQ97,QSO Team,2023-01-31T10:00:00.000,3092043,3.9831141637190006E-7,5.522829104803801E-7,1.1355696356840568,polygon 149.6288566482373 1.7156072681808183 149.51758006073996 1.9734678670314452 149.51463963723282 2.4512422522007284 149.62277992193555 2.7102808108684684 150.60312497837091 2.7156694214211115 150.7143793915323 2.458154604265104 150.7168397738094 1.9803834577382418 150.60844550093233 1.7209776463821242,0.18567078206488077,3.0869166151708036,60613.63193190833,image,,ELIXIR,,calibration,,1,,2024-10-30T15:05:48.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,24Bm03,2024-11-13T18:21:38.000,caom:CFHT/3092043/3092043o,,,7486e144-3928-411e-a0c8-7adbfd5571dd,ivo://cadc.nrc.ca/CFHT?3092043/3092043p,ivo://cadc.nrc.ca/CFHT?3092043/3092043p
caom:CFHT/3092260,CFHT,3092260,3092260p,150.1159518568135,2.215749933943826,D2,60615.6343797,120.10499999999995,MegaPrime,g.MP9402,2,OBJECT,24BQ97,QSO Team,2023-01-31T10:00:00.000,3092260,3.9831141637190006E-7,5.522829104803801E-7,1.1353998629541913,polygon 149.62885034911972 1.715736263771575 149.51784866022717 1.9734228222773424 149.51467431493816 2.4512321418427376 149.62283199444312 2.7103107467163454 150.60317080672795 2.7155507560137977 150.7143692835502 2.458158283156493 150.7169627051864 1.9802920651445532 150.60894573163463 1.7210768494162068,0.1856138730836775,3.0869166151708036,60615.63576980417,image,,ELIXIR,,calibration,,1,,2024-11-01T15:11:18.000,master_detrend,,,,INSTMODE=Normal,,,,Optical,http://www.cfht.hawaii.edu/Instruments/Elixir/,2.0,STANDARD PIPELINE,CFHT,24Bm03,2024-11-13T18:31:27.000,caom:CFHT/3092260/3092260o,,,95102d47-d080-4aef-8067-627c8151c664,ivo://cadc.nrc.ca/CFHT?3092260/3092260p,ivo://cadc.nrc.ca/CFHT?3092260/3092260p
